owner,repo,number,title,comments,pr,bug,feature,unlabelled,reaction_p1,reaction_other
tidyverse,readr,844,suggest to change default quote parameter for tsv,5,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,796,`parse_number` can't handle special space character as grouping_mark locale argument,3,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,791,Revisit progress bar feature for write functions.,0,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,759,selective quoting causes Excel to treat .csv as UTF-16 (.txt) on next save,2,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,723,write_csv() and friends should be able to write a matrix,3,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,717,make 'read_table()' behave like `read.table()`,2,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readr,571,Ignore missing/duplicate names if column is skipped,5,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readxl,512,feature request: specify list of columns and rows,1,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,readxl,508,encoding issue using read_excel trough lapply (or map),0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,readxl,388,The 'd' in [red] is interpreted as a date format,3,FALSE,TRUE,FALSE,FALSE,1,0
tidyverse,readxl,360,Better guessing of desired precision when coercing double to character,10,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,readxl,350,Add support for .xlw,1,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,readxl,317,Report on named ranges,6,FALSE,FALSE,FALSE,FALSE,1,0
tidyverse,reprex,216,suggestion: data obscurator,0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,reprex,187,Option to suppress package startup messages,7,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,stringr,139,Preserve valid HTML?,2,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,stringr,71,Add support for named capture groups,1,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,style,99,Should return() always be on a newline?,0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,style,93,Chapter on cran-comments,0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,style,47,File naming conventions specific to packages,2,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tibble,546,Release tibble 2.0.0,0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tibble,364,Add documentation how to implement printing for a subclass,3,FALSE,FALSE,FALSE,FALSE,1,0
tidyverse,tibble,275,Clarify how to extend tibbles,17,FALSE,FALSE,FALSE,FALSE,1,0
tidyverse,tidyr,453,Spread does not preserve order,5,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tidyr,430,Clean up json key-value pair columns,6,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tidyselect,71,Feature request: add argument `perl` in `matches`,0,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tidyselect,50,select_helpers accept character vector?,1,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tidyverse,157,Add lubridate,4,FALSE,FALSE,FALSE,TRUE,1,0
tidyverse,tidyverse,111,Submit tverse 📦 to JOSS,3,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,ansistrings,21,#include nested too deeply Error,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,ansistrings,11,Truncation to fixed width,6,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,ansistrings,2,Enhanced `strwrap`,3,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,clisymbols,4,Unicode symbols not rendering: Linux terminal and devtools::check_built(),0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,conf,3,wrong badge because there is already a conf package on cran,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,covr,316,report() as htmlwidget ,1,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,crancache,28,"Does not work on windows, because URL encoding messes up `\\` in the path",0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,crancache,8,Cache size management,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,crayon,78,Options to customize default colors,4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,crayon,58,crayon::col_strwrap(),4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,debugme,22,Support `all` in `DEBUGME` to select all packages,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,desc,78,Change formatting of Authors@R under normalization,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,desc,77,Feature request: make it possible to add an author with several roles,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,desc,68,desc::desc() output inconsistent with read.dcf(),0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,devtools,1920,"devtools::check() gives error on missing License field, but License field is not missing",3,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,devtools,1818,Install does not offer the user a chance to create a personal library,1,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,devtools,1723,check_win_xxx(): offer an email argument?,2,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,evaluate,59,Characters garbled from sink() on Windows,10,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,filelock,15,Add a with_filelock function,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,fs,40,async io,0,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,gargle,36,Error message helper?,4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,gargle,3,Should we adopt default path for travis?,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,gh,90,README should emphasise copy-and-paste from API,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,gh,89,Compact input to gh,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,gh,82,Search API doesn't process query correctly,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,here,27,assert_here(),0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,here,21,option to have .here file override any other heuristics,4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,here,19,Change active `here()` directory,2,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,httrmock,6,Target specific requests,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,later,55,Interruption of callbacks can result in `c++ exception (unknown reason)` message,7,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,liteq,15,Close connection?,4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,lobstr,15,Relate AST nodes back to parse data,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,memoise,41,Register default caching strategy,0,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,pillar,135,Error in format.pillar_shaft_decimal,12,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pillar,127,"Respect getOption(""digits"")",0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pillar,109,More concise formatting for homogeneous lists,3,TRUE,FALSE,FALSE,FALSE,1,0
r-lib,pillar,84,Control abbreviation of column data,8,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pillar,82,Theming,8,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pillar,41,Engineering format for large numbers,2,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pillar,34,Better display for list columns if all elements have the same type,3,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pkgdown,894,[WIP] Update to Bootstrap 4 (fix #884),0,TRUE,FALSE,FALSE,FALSE,1,0
r-lib,pkgdown,805,Building site in parallel,1,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,pkgdown,758,Select topics by concept,0,FALSE,FALSE,TRUE,FALSE,1,1
r-lib,pkgload,69,Need a way to add shims to an already loaded package,1,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,pkgman,51,Find common library locations,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,pkgman,44,Motivation bullet points for homepage,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,progress,77,"Add `install.packages(""progress"")` to README?",0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,ps,31,macos status is not specific,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,R6,143,Thoughts on making R6 classes iterable?,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,R6,130,Use sentinel function for active bindings,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,R6,127,Default print method could be improved,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,R6,66,Consider adding static methods/fields,8,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,rcmdcheck,88,output of test diffs gets overwritten,6,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,rcmdcheck,50,Check with minimum stated version of dependency packages,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,remotes,251,Check installation with Additional_repositories,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,remotes,233,Submodules are not updated when R package is in a different directory to .gitmodules file,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,remotes,223,more informative error messages for update_packages(),4,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,141,Email for all reverse dependency maintainers,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,122,Common library for most frequently used packages,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,113,Stable columns in the progress bar,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,110,Display time taken for each package during check,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,104,Link to package source in reports,0,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,revdepcheck,103,Record failure reasons in machine readable way,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,revdepcheck,66,Use _R_CHECK_SUGGESTS_ONLY_=true in revdep checks,1,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,rlang,592,Export unicode tag unserialisation as C callable,0,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,rlang,116,Documentation question: how does one convert a string to a quosure?,31,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,rlang,40,Conditional variable lookup,2,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,styler,409,Reverse direction of ->,8,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,styler,340,Other style guides,11,FALSE,FALSE,FALSE,FALSE,1,0
r-lib,svglite,6,Support svgz,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,testthat,818,Introduce let and subject,3,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,testthat,811,s4 not working within testthat environment,1,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,testthat,801,expect_equal documentation unclear,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,testthat,786,Remove test that mocks devtools::add_path(),0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,usethis,479,Have `usethis::proj_path_prep()` use `fs::path_abs(fs::path_expand())` instead of `fs::path_real()`,3,FALSE,TRUE,FALSE,FALSE,1,0
r-lib,usethis,310,use_package should print recursive list of dependencies that will be added,2,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,usethis,226,Option to do a system check via use_course(),5,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,usethis,69,Custom completers for a few functions,4,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,withr,63,Suggestion: with_temp_dir,4,FALSE,FALSE,TRUE,FALSE,1,0
r-lib,xml2,227,Think about printing HTML as `{html_document}` rather than `{xml_document}`,0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,xml2,215,"as_list() return element text as character, not list",0,FALSE,FALSE,FALSE,TRUE,1,0
r-lib,xml2,212,Suboptimal error message for zero-length character vectors,0,FALSE,TRUE,FALSE,FALSE,1,0
r-lib,xml2,206,Can we use colour when printing?,1,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,bigrquery,254,Cannot Install on Windows Seven,0,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,bigrquery,253,Function to add new columns to the table's schema,0,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,bigrquery,249,Allow to create tables with timePartitioning,0,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,DBI,235,Inconsistent argument names,0,FALSE,FALSE,FALSE,FALSE,1,0
r-dbi,DBI,200,Think about moving DBItest code here,2,FALSE,FALSE,FALSE,FALSE,1,0
r-dbi,DBI,192,sqlInterpolate would be useful to use with dbQuoteIdentifier,3,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,DBI,117,Feature request: add a dbResetConnection() generic,10,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,DBI,100,Improve documentation for sqlInterpolate(),1,FALSE,FALSE,FALSE,FALSE,1,0
r-dbi,odbc,217,`odbc::dbWriteTable` returns error if data.frame to write is over 1024 records log. ,0,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,odbc,215,sqlAppendTable() needs to quote characters ,3,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,odbc,197,dbWriteTable fails for non-default schemas,18,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,odbc,164,"Ability to direct-execute queries, including batches of SQL statements",2,TRUE,FALSE,FALSE,FALSE,1,0
r-dbi,odbc,163,Batches of SQL statements and direct execution,1,FALSE,FALSE,TRUE,FALSE,1,0
r-dbi,odbc,126,nvarchar character encoding in nettezza db,20,FALSE,TRUE,FALSE,FALSE,1,0
r-dbi,RMariaDB,94,not reading default.file parameter?,27,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RMySQL,194,dbWriteTable options,4,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RMySQL,126,Forever fetching zero-row data frame when query is killed at server side,1,FALSE,FALSE,FALSE,FALSE,1,0
r-dbi,RMySQL,68,Upsert for dbWriteTable,1,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RPostgres,160,dbExistsTable can't handle schema,1,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RPostgres,117,Implement pgCancel,1,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RPostgres,116,Client connection drops when using pgbouncer,5,FALSE,FALSE,FALSE,TRUE,1,0
r-dbi,RPostgres,112,Handle bigint,1,TRUE,FALSE,FALSE,FALSE,1,0
r-dbi,RSQLite,266,added regexp function to extensions. fixes #218,1,TRUE,FALSE,FALSE,FALSE,1,0
r-dbi,RSQLite,218,REGEXP with RSQLite,3,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,492,Model -> LaTeX. A case for broom?,1,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,491,"add attributes to objects to document metadata like conf.method, conf.level etc.?",2,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,487,tidy() gives a warning when used with anova(),1,FALSE,TRUE,FALSE,FALSE,1,0
tidymodels,broom,480,Drop the reshape2 dependency,3,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,475,More informative warning for tidy.anova on loess objects,0,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,262,Add tidiers for the loo package,0,TRUE,FALSE,FALSE,FALSE,1,0
tidymodels,broom,239,Split off mgcv compatibility from main broom package?,0,FALSE,FALSE,FALSE,TRUE,1,0
tidymodels,broom,194,`broom::tidy.survfit` returns n.risk of 0 on multi-state models,1,FALSE,TRUE,FALSE,FALSE,1,0
tidymodels,broom,185,Request for broom to work with mediation package,0,FALSE,FALSE,FALSE,FALSE,1,0
tidymodels,broom,174,tidy error for weibull and lognormal survreg models,1,FALSE,TRUE,FALSE,FALSE,1,0
tidymodels,broom,154,"glance() on tbl_df throws ""infinite recursion"" error",9,FALSE,TRUE,FALSE,FALSE,1,0
tidymodels,broom,30,tidy output for rms models,20,FALSE,FALSE,FALSE,FALSE,1,0
tidymodels,infer,197,inference using `group_by`?,4,FALSE,FALSE,FALSE,FALSE,1,0
tidymodels,tidymodels,4,Pkgdown site,0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,emo,29,image alternative,0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,reshape,63,reshape2 calls melt.data.frame function incorrectly if the reshape package was loaded,7,FALSE,FALSE,FALSE,TRUE,1,0
hadley,dtplyr,39,dtplyr fails to load dependencies,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,dtplyr,17,mutate() loses groups,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,multidplyr,67,Support tidyr functions,0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,multidplyr,64,feature request: support asynchronous evaluation (e.g. with job schedulers),0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,multidplyr,46,`partition_()` fails before creating a party df,3,FALSE,FALSE,FALSE,TRUE,1,0
hadley,multidplyr,24,make nest and partition/party_df play nice,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,strict,27,Don't allow `1:length(vector)`,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,189,enhancement request: pass list to set_values,2,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,186,"Feature request: an ""as.is"" argument for rvest::html_table that returns all values as character",0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,183,Scraping from javascript websites,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,159,Wrong Submit button detected if form$fields$type is missing,2,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,157,"html_nodes error with css, success with xpath",5,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,156,handle multiple submit fields with same name,2,FALSE,FALSE,FALSE,TRUE,1,0
hadley,rvest,140,Shouldn't html_table work on tbody as well?,1,FALSE,FALSE,FALSE,TRUE,1,0
hadley,plyr,279,"`join_all` documentation references ""details"" that does not exist",0,FALSE,FALSE,FALSE,TRUE,1,0
hadley,plyr,271,Ddply parallel not working (related to issue #204),2,FALSE,FALSE,FALSE,TRUE,1,0
hadley,plyr,268,Add tests to round_any and a method for tables.,0,TRUE,FALSE,FALSE,FALSE,1,0
jennybc,gapminder,20,May I contribute the complete Gapminder data set to your repo?,9,FALSE,FALSE,FALSE,TRUE,1,0
jennybc,gapminder,11,Add the data in various untidy forms?,2,FALSE,FALSE,FALSE,TRUE,1,0
jennybc,repurrrsive,4,Data source idea: rtweet,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,gmailr,91,Add .Rproj ,1,FALSE,FALSE,FALSE,TRUE,1,1
jimhester,gmailr,60,Body is blank after attaching file,8,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,351,Passing lints to the lint function,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,295,Linting Google Style variable and function naming,3,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,282,RccpExports always gives Trailing blank line,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,240,Run lint in a separate process,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,223,S3 inheritance should be ignored ,3,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,217,lint() should lint all files ,7,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,197,Publish current version to CRAN,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,189,single line .lintr without trailing linebreak,0,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,186,lint identification vs fixing,3,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,174,Link lintr-bot comments back here,0,FALSE,FALSE,TRUE,FALSE,1,0
jimhester,lintr,105,Allow other packages to register the set of default linters,0,FALSE,FALSE,TRUE,FALSE,1,0
jimhester,lintr,103,How about the infix space linter has a feature to exclude any infix tokens?,1,FALSE,FALSE,FALSE,TRUE,1,0
jimhester,lintr,72,.lint in emacs / ESS/ flycheck?,2,FALSE,TRUE,FALSE,FALSE,1,0
jimhester,lintr,48,Robustness linters,1,FALSE,FALSE,TRUE,FALSE,1,0
jimhester,lookup,20,lookup_browse with R only pkgs should open the GH location on the function.,0,FALSE,FALSE,FALSE,TRUE,1,0
gaborcsardi,prettyunits,8,add functionality for big numbers,3,FALSE,FALSE,FALSE,TRUE,1,0
gaborcsardi,secret,20,list_secrets() fails with missing vault argument,3,FALSE,FALSE,FALSE,TRUE,1,0
gaborcsardi,secret,17,Import key from keybase.io,0,FALSE,FALSE,FALSE,TRUE,1,0
topepo,caret,920,recipes and all_outcomes,1,FALSE,FALSE,FALSE,FALSE,1,0
topepo,caret,878,caret with Generalized Random Forest grf ?,4,FALSE,FALSE,FALSE,TRUE,1,0
topepo,caret,844,[New Model]: liquidSVM,0,FALSE,FALSE,FALSE,TRUE,1,0
topepo,caret,257,mixed models toys for lme4 model inclusion,1,FALSE,FALSE,FALSE,TRUE,1,0
topepo,caret,176,Use data.tables internally to store data?,4,FALSE,FALSE,FALSE,TRUE,1,1
lionel-,vdiffr,31,Embed Cairo for deterministic generation of raster images,1,FALSE,FALSE,FALSE,TRUE,1,0
lionel-,vdiffr,25,testthat / vdiffr could provide a hint to use vdiffr::manage_cases(),0,FALSE,FALSE,FALSE,TRUE,1,0
lionel-,vdiffr,1,JFYI: matplotlib image differ tests,4,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,827,Wish:Enhanced visualization for functions documenting ,0,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,804,Use of markdown headings in roxygen with @md is not caught or handled,0,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,796,Automatic delayed S3 method registrations for R 3.6.0?,11,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,787,roxygen2 6.1.0 discards latin1 packages,1,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,786,Url containing %,0,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,767,allow multiple @inheritDotParams,1,FALSE,FALSE,FALSE,TRUE,1,0
klutometis,roxygen,740,"allow inheritance of author, source etc.",0,FALSE,FALSE,TRUE,FALSE,1,0
klutometis,roxygen,706,Add GitHub links in don't edit,6,FALSE,FALSE,TRUE,FALSE,1,0
klutometis,roxygen,388,Documentation for R6 methods,41,FALSE,FALSE,TRUE,FALSE,1,0
tidyverse,blob,8,Needs pkgdown page,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,blob,1,Support handles?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,186,Mutate creates single quote SELECT statement and code fails,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,185,Undeclared dependencies on bindrcpp and pkgconfig,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,184,sql_case_when() doesn't support unevaluated formulas,1,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,183,Missing columns cause errors with union_all in postgres,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,182,Fix parameter name in vignette,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,dbplyr,180,Joins fail when intending to join on NULL values,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,179,Avoid explicit over() translation when translating SQL,0,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,dbplyr,178,SQL translation turns aggregation into window function,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,177,Cannot cast to date in PostgreSQL,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,175,sql translation of quosure in function doesn't work,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,174,Incorrect str_detect translation in dbplyr 1.2.2 from cran (1.2.1.9001 from github is fine),0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,173,dbplyr::spread() on tbl_sql,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,172,"Oracle translation fails on ""identifier too long""",0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,171,Casting integer -> numeric is not currently possible with SQLlite,0,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,168,str_detect always treats pattern as fixed string,6,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,167,`copy_to` fails in Oracle 11g,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,166,"collect(n = Inf) returns only 65,587,091 rows",4,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,165,Not handling '&' properly in ifelse statements containing %in% in MS SQL,2,FALSE,FALSE,FALSE,TRUE,0,0
tidyverse,dbplyr,164,"Fixes sql function, generalizes win_cummulative(), adds tests",1,TRUE,FALSE,FALSE,FALSE,0,0
tidyverse,dbplyr,163,dbplyr.tidyverse.org outdated,2,FALSE,FALSE,FALSE,TRUE,0,0
